quarter,fav_drink,num_party,party_bin,smoke_cig,smoke_weed,campus_housing,personality,num_followers,salary,exercise,love_first_sight,learning_style,brain_type,myer_briggs,fav_sport,fav_letter,fav_num,hrs_sleep,procrastinator,only_child,birth_month,birth_date,childhood_us,age_years,gender_ident,marry,school_year,height_inches,father_height,mother_height,hand,happy,athlete,ap_stat,r_exp,num_major,hum,socsci,physsci,math,facebook,instagram,twitter,snapchat,tiktok,netflix,hulu,amazon_prime,hbo_max,disney_plus,distance,internet_hrs,fav_season,gpa_hs,gpa_nu,num_clubs,region,political,static_ability,change_ability,genetic,talent
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,11,NA,NA,NA,NA,NA,Yes,18,Male,28,First year,74,70,70,Both,Pretty happy,Yes,No,No,0,No,No,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,7,NA,NA,NA,NA,NA,Yes,19,Male,30,Sophomore,72,72,67,Left,Pretty happy,No,No,No,1,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,4000,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,4,NA,NA,NA,NA,NA,Yes,18,Female,28.5,First year,NA,NA,NA,Right,Very happy,Yes,Yes,No,1,Yes,No,No,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,4,NA,NA,NA,NA,NA,Yes,19,Female,25,Sophomore,69,74,68,Right,Pretty happy,No,Yes,No,3,Yes,Yes,Yes,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,13,NA,NA,NA,NA,NA,Yes,21,Male,34,Junior,69,70,64,Right,Pretty happy,Yes,No,No,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,Agree,Disagree,Agree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,4,NA,NA,NA,NA,NA,Yes,18,Female,30,First year,62,74,60,Right,Pretty happy,No,Yes,No,2,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,1747,8,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,25,NA,NA,NA,NA,NA,Yes,19,Male,27,Sophomore,NA,NA,NA,Right,Pretty happy,Yes,No,No,1,No,Yes,No,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,7,NA,NA,NA,NA,NA,Yes,21,Female,30,Senior,NA,NA,NA,Right,Not too happy,No,Yes,Yes,1,No,No,Yes,No,Yes,No,No,No,No,NA,NA,NA,NA,NA,3000,5,NA,NA,NA,NA,NA,NA,Agree,Disagree,Disagree,Agree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,14,NA,NA,NA,NA,NA,Yes,18,Male,28,First year,NA,NA,NA,Right,Pretty happy,No,No,No,1,No,No,Yes,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,8629,3,NA,NA,NA,NA,NA,NA,Agree,Disagree,Agree,Agree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,17,NA,NA,NA,NA,NA,Yes,18,Female,29,First year,65,NA,NA,Right,Very happy,Yes,Yes,No,2,No,No,Yes,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,3,NA,NA,NA,NA,NA,Yes,18,Female,27,First year,65,NA,65,Right,Pretty happy,No,No,Yes,2,No,Yes,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,721,NA,NA,NA,NA,NA,Yes,18,Female,27,First year,61,NA,60,Right,Very happy,No,Yes,Yes,3,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,7,NA,NA,NA,NA,NA,Yes,18,Female,27,First year,NA,NA,NA,Right,Pretty happy,No,Yes,No,1,No,No,Yes,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Agree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,9,NA,NA,NA,NA,NA,Yes,18,Female,28,First year,63,71,61,Right,Pretty happy,No,No,No,2,No,Yes,No,Yes,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,3619,2,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,6,NA,NA,NA,NA,NA,No,19,Female,28,First year,65.75,68,63,Right,Very happy,No,No,Yes,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,24,NA,NA,NA,NA,NA,Yes,18,Female,28,First year,64,72,63,Left,Pretty happy,No,No,No,1,Yes,No,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,3900,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,9,NA,NA,NA,NA,NA,Yes,18,Female,30,First year,NA,NA,NA,Right,Pretty happy,No,No,No,0,No,No,Yes,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Agree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,7,NA,NA,NA,NA,NA,No,19,Female,NA,Sophomore,64,68,66,Right,Pretty happy,No,No,No,2,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,3940,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,11,NA,NA,NA,NA,NA,Yes,20,Female,27,Junior,NA,NA,NA,Right,Pretty happy,Yes,No,No,0,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,22,NA,NA,NA,NA,NA,Yes,18,Male,28,First year,72,68,65,Right,Pretty happy,No,No,No,2,No,No,No,Yes,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,2289,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,4,NA,NA,NA,NA,NA,Yes,18,Male,24,First year,72,68,62,Right,Don't know,No,Yes,No,2,Yes,No,Yes,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,7772,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,8,NA,NA,NA,NA,NA,Yes,21,Female,34,Senior,64,67,62,Right,Pretty happy,No,No,Yes,2,Yes,No,Yes,No,No,Yes,No,No,Yes,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Z,10,NA,NA,NA,NA,NA,Yes,19,Male,27,Sophomore,69,65,63,Both,Very happy,No,No,No,2,No,No,Yes,No,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,Yes,18,Female,NA,First year,NA,NA,NA,Right,Don't know,No,No,No,2,No,Yes,No,No,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Z,7,NA,NA,NA,NA,NA,Yes,18,Female,32,First year,64,74,62,Right,Not too happy,No,No,No,0,No,No,No,Yes,Yes,Yes,No,No,Yes,NA,NA,NA,NA,NA,2856,4.5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,23,NA,NA,NA,NA,NA,Yes,18,Female,25,First year,NA,NA,NA,Left,Pretty happy,No,No,No,2,Yes,No,No,Yes,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,4,NA,NA,NA,NA,NA,Yes,19,Female,24,Sophomore,61,6,68,Right,Pretty happy,No,No,No,2,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,6333,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Z,22,NA,NA,NA,NA,NA,Yes,19,Female,31,Sophomore,NA,NA,NA,Right,Don't know,No,No,No,1,Yes,No,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Z,3,NA,NA,NA,NA,NA,Yes,18,Female,33,First year,66,74,61,Right,Don't know,No,No,No,3,Yes,No,No,No,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,7,NA,NA,NA,NA,NA,Yes,18,Female,27,First year,62,68,60,Left,Very happy,No,Yes,No,3,Yes,No,Yes,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,16,NA,NA,NA,NA,NA,Yes,NA,Female,25,Sophomore,NA,NA,NA,Right,Pretty happy,No,No,No,2,No,No,Yes,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,33,NA,NA,NA,NA,NA,Yes,20,Female,34,Sophomore,65,70,63,Right,Pretty happy,No,No,No,1,No,No,Yes,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,5,NA,NA,NA,NA,NA,Yes,19,Female,NA,Sophomore,62,NA,62,Right,Not too happy,No,No,No,1,No,No,Yes,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,624,7,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Z,15,NA,NA,NA,NA,NA,Yes,19,Male,30,Sophomore,NA,NA,NA,Right,Pretty happy,No,No,No,2,Yes,No,No,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,7,NA,NA,NA,NA,NA,Yes,19,Male,27,Sophomore,73,76,64,Right,Pretty happy,No,No,No,1,No,Yes,No,Yes,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,900,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,18,Female,NA,First year,61,NA,65,Right,Don't know,No,Yes,No,1,Yes,No,No,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,17,NA,NA,NA,NA,NA,Yes,18,Female,25,First year,66,70.8,69.6,Right,Pretty happy,Yes,No,No,0,Yes,No,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,968,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Q,4,NA,NA,NA,NA,NA,Yes,21,Female,40,Senior,63,NA,62,Right,Not too happy,No,No,Yes,2,Yes,No,Yes,No,No,Yes,No,No,Yes,NA,NA,NA,NA,NA,5601,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,7,NA,NA,NA,NA,NA,Yes,18,Female,27,First year,NA,NA,NA,Right,Very happy,No,No,No,1,No,No,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,Yes,19,Male,30,First year,72,72,65,Right,Very happy,No,No,No,3,Yes,No,No,No,No,Yes,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,22,NA,NA,NA,NA,NA,No,19,Male,22,First year,71,NA,NA,Right,Not too happy,Yes,No,No,2,No,No,Yes,No,Yes,Yes,No,Yes,No,NA,NA,NA,NA,NA,5000,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,8,NA,NA,NA,NA,NA,Yes,18,Female,20,First year,NA,NA,NA,Right,Pretty happy,Yes,No,No,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Agree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,7,NA,NA,NA,NA,NA,Yes,19,Male,26,Sophomore,NA,NA,NA,Right,Pretty happy,No,Yes,No,0,No,No,Yes,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,4500,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,21,NA,NA,NA,NA,NA,Yes,19,Female,25,Sophomore,66,70,63,Right,Very happy,Yes,No,No,2,No,No,No,No,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,18,Female,NA,First year,NA,NA,NA,Right,Don't know,No,No,No,2,No,No,No,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Agree,Agree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,7,NA,NA,NA,NA,NA,No,18,Female,28,First year,NA,66.5,67.3,Right,Pretty happy,No,No,No,2,No,No,Yes,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Disagree,Disagree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,8,NA,NA,NA,NA,NA,Yes,18,Female,30,First year,62,NA,64,Right,Not too happy,No,No,No,2,No,No,Yes,No,Yes,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Agree,Agree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,3,NA,NA,NA,NA,NA,Yes,19,Male,28,Sophomore,NA,NA,NA,Right,Pretty happy,No,No,No,2,No,No,Yes,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Agree,Disagree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,14,NA,NA,NA,NA,NA,Yes,18,Male,28,First year,70,73,65,Right,Very happy,No,Yes,No,1,Yes,No,No,No,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Z,13,NA,NA,NA,NA,NA,Yes,20,Male,28,First year,NA,NA,NA,Right,Pretty happy,No,No,No,2,Yes,No,Yes,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,4859,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,3,NA,NA,NA,NA,NA,Yes,20,Male,28,Sophomore,NA,NA,NA,Right,Pretty happy,Yes,No,No,2,Yes,Yes,No,No,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Disagree,Agree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,3,NA,NA,NA,NA,NA,Yes,19,Female,30,First year,61,70,59,Right,Not too happy,No,No,No,2,No,No,Yes,No,No,Yes,Yes,No,Yes,NA,NA,NA,NA,NA,6791,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,No,19,Male,28,First year,64,NA,NA,Left,Pretty happy,No,No,No,3,No,Yes,No,Yes,No,Yes,No,No,No,NA,NA,NA,NA,NA,7998,12,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,123,NA,NA,NA,NA,NA,Yes,18,Male,30,First year,68,NA,NA,Right,Pretty happy,No,No,No,2,Yes,No,No,Yes,Yes,Yes,No,Yes,No,NA,NA,NA,NA,NA,6836,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,7,NA,NA,NA,NA,NA,Yes,18,Female,30,First year,65,NA,NA,Right,Pretty happy,No,No,No,1,No,No,Yes,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,3181,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,23,NA,NA,NA,NA,NA,Yes,21,Female,30,Junior,65,NA,NA,Right,Pretty happy,No,No,No,2,Yes,No,No,No,Yes,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,8119,4.5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,17,NA,NA,NA,NA,NA,No,18,Male,34,First year,73,NA,NA,Right,Very happy,No,No,No,2,No,Yes,No,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,4500,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Q,9,NA,NA,NA,NA,NA,Yes,21,Female,38,Senior,66,NA,NA,Right,Don't know,No,No,Yes,1,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,2075,2,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,8,NA,NA,NA,NA,NA,Yes,18,Female,25,First year,61.5,NA,NA,Right,Very happy,No,No,No,2,No,Yes,No,No,Yes,Yes,No,Yes,No,NA,NA,NA,NA,NA,7698,2,NA,NA,NA,NA,NA,NA,Disagree,Disagree,Agree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,4,NA,NA,NA,NA,NA,Yes,18,Female,28,First year,64,NA,NA,Right,Pretty happy,No,Yes,No,1,Yes,Yes,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,2522,4,NA,NA,NA,NA,NA,NA,Disagree,Disagree,Agree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,256,NA,NA,NA,NA,NA,Yes,21,Male,27,Senior,69,NA,NA,Right,Pretty happy,No,No,No,2,No,No,Yes,No,No,No,Yes,No,No,NA,NA,NA,NA,NA,2605,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,6,NA,NA,NA,NA,NA,Yes,18,Female,28,First year,68,NA,NA,Right,Pretty happy,No,Yes,Yes,2,No,No,Yes,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,8497,3,NA,NA,NA,NA,NA,NA,Disagree,Disagree,Agree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,8,NA,NA,NA,NA,NA,Yes,18,Female,28,First year,65,NA,NA,Right,Very happy,No,No,No,2,Yes,No,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,3974,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,16,NA,NA,NA,NA,NA,Yes,19,Female,28,Sophomore,64,NA,NA,Right,Pretty happy,No,No,No,3,No,Yes,No,Yes,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,7616,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Agree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,11,NA,NA,NA,NA,NA,Yes,18,Female,NA,First year,66,NA,NA,Right,Not too happy,No,No,No,2,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,792,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,3,NA,NA,NA,NA,NA,Yes,19,Male,27,Sophomore,68,NA,NA,Right,Pretty happy,No,No,No,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,10000,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V,14,NA,NA,NA,NA,NA,Yes,18,Male,35,First year,65,NA,NA,Right,Pretty happy,No,No,No,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,940,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,17,NA,NA,NA,NA,NA,Yes,18,Female,30,First year,64,NA,NA,Right,Don't know,No,No,No,1,Yes,No,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,5447,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,4,NA,NA,NA,NA,NA,Yes,18,Female,35,First year,65,NA,NA,Right,Pretty happy,No,Yes,No,2,No,Yes,Yes,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,3000,12,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,5,NA,NA,NA,NA,NA,Yes,18,Female,28,First year,63,NA,NA,Right,Pretty happy,No,No,No,1,Yes,No,No,No,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,6200,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
